RACEDATE,PLACE,RACE,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,WEIGHT1,WEIGHT2,WEIGHT3,WEIGHT4,WEIGHT5,WEIGHT6,ST_AVG1,ST_AVG2,ST_AVG3,ST_AVG4,ST_AVG5,ST_AVG6,CLASS1,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,L1,L2,L3,L4,L5,L6,F1,F2,F3,F4,F5,F6,WIN1RATE1,WIN1RATE2,WIN1RATE3,WIN1RATE4,WIN1RATE5,WIN1RATE6,WIN2RATE1,WIN2RATE2,WIN2RATE3,WIN2RATE4,WIN2RATE5,WIN2RATE6,LOCALWIN1RATE1,LOCALWIN1RATE2,LOCALWIN1RATE3,LOCALWIN1RATE4,LOCALWIN1RATE5,LOCALWIN1RATE6,LOCALWIN2RATE1,LOCALWIN2RATE2,LOCALWIN2RATE3,LOCALWIN2RATE4,LOCALWIN2RATE5,LOCALWIN2RATE6,MOTORWIN2RATE1,MOTORWIN2RATE2,MOTORWIN2RATE3,MOTORWIN2RATE4,MOTORWIN2RATE5,MOTORWIN2RATE6,MOTORWIN3RATE1,MOTORWIN3RATE2,MOTORWIN3RATE3,MOTORWIN3RATE4,MOTORWIN3RATE5,MOTORWIN3RATE6,BOATWIN2RATE1,BOATWIN2RATE2,BOATWIN2RATE3,BOATWIN2RATE4,BOATWIN2RATE5,BOATWIN2RATE6,BOATWIN3RATE1,BOATWIN3RATE2,BOATWIN3RATE3,BOATWIN3RATE4,BOATWIN3RATE5,BOATWIN3RATE6,TAN,TANK,RENTAN2,RENTAN2K,RENTAN3,RENTAN3K
2025-04-13,戸田,11,36,45,40,65,32,33,52,55.1,53,52.8,50.5,52.8,0.14,0.14,0.16,0.17,0.14,0.18,3,1,3,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,6.68,5.1,6.84,5.53,6.43,4.03,54.93,32.61,55.73,34.19,42.42,18.18,7.79,6.08,7.13,5.56,6.33,2.17,71.43,44,47.83,33.33,33.33,0,42.77,34.59,31.54,36.2,31.13,33.56,58.43,49.69,48.32,54.6,47.02,45.21,29.45,39.46,31.72,29.37,45.21,36.73,52.05,48.98,51.72,41.96,56.85,51.7,3,710,3>6,27760,3>6>1,59500
2025-04-13,戸田,12,55,40,57,40,30,42,52.6,52,52,52.6,52.2,54.1,0.16,0.16,0.19,0.16,0.12,0.13,3,4,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,6.69,5.51,4.02,4.43,6.35,6.63,54.31,34.48,18.68,24.74,44.74,54.46,6.53,6.1,0,4.27,7.29,4,48.84,39.58,0,33.33,71.43,0,32.62,34.94,45.33,24.39,33.12,34.86,40.43,52.41,61.33,44.72,47.4,52.57,31.51,28.67,37.41,36.91,34.48,30.22,45.89,55.24,59.86,55.03,53.79,51.08,1,160,1>5,570,1>5>4,2130
2025-04-13,江戸川,1,46,41,23,24,25,41,51,52.5,55.9,53.4,53.9,55.4,0.18,0.14,0.18,0.19,0.16,0.16,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,4.37,4.92,4.69,2.47,3.37,4.61,21.43,27.27,27.96,2.56,16.9,26.97,5.32,4.82,4.29,2.68,3.78,6.56,34.27,25,28.57,4,22.22,44.44,37.63,44.85,37.44,38.46,34.39,35.44,56.7,61.86,52.71,56.73,50.26,50.49,39.13,44.55,46.07,31.28,38.33,33.7,57,61.14,61.26,48.34,52.22,50.28,2,410,2>1,700,2>1>3,1530
2025-04-13,江戸川,2,24,28,28,29,51,23,52,53.3,52,52.8,52.9,55.6,0.16,0.16,0.19,0.16,0.17,0.17,1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3.18,7.15,5.14,5,4.88,1.42,15,61.11,30.21,22.5,25.49,0,3.43,5.95,6.33,4.11,5.26,1.5,14.29,39.53,44.44,11.11,31.58,0,31.63,34.67,43.81,38.42,39.13,33.33,45.41,46.23,59.05,57.64,57.97,52.15,30,36.27,38.05,36.6,30.51,36.32,47.78,56.99,54.42,58.25,46.89,52.63,2,160,2>4,660,2>4>3,2050
2025-04-13,江戸川,3,45,23,45,40,21,36,55,52,52,51.5,55.8,55.4,0.15,0.19,0.21,0.14,0.17,0.16,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.53,4.26,4.41,5.96,3.46,5.08,26.85,23.6,25,37.96,16.09,34.65,4.16,0,2.78,5.56,0,5.18,23.68,0,11.11,34.38,0,42.42,30.17,35.23,30.51,27.93,36.14,32.02,47.49,50.78,44.07,45.81,52.48,46.31,33.9,31.58,30.73,38.92,33.85,43.06,46.89,50,49.72,52.97,49.74,59.33,3,850,3>1,2780,3>1>6,10280
2025-04-13,江戸川,4,31,52,40,39,51,23,52,55.7,51,53.8,53.6,52.2,0.16,0.16,0.21,0.17,0.19,0.26,4,1,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,7.16,4.77,4.06,3.78,4.44,4.13,52.46,27.16,21.59,14.71,26.47,22.02,6.94,5.15,5.31,4.2,4.79,3.52,52.94,32.61,33.33,20,22.81,16.13,27.06,27.37,47.54,43.5,34.2,30.95,41.76,45.26,66.67,64,50.26,47.02,39.9,38.04,31.44,32.14,28.82,40,58.59,50,45.36,50.51,50.59,56.22,1,110,1>5,890,1>5>2,2830
2025-04-13,江戸川,5,50,46,57,35,41,23,52.8,53.3,53.3,52,52.5,55.9,0.16,0.2,0.15,0.17,0.14,0.18,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5.69,4.31,5.66,5.08,4.92,4.69,38.58,17.78,41.8,32.39,27.27,27.96,1.5,4.14,5.42,4.83,4.82,4.29,0,28.57,33.33,28.3,25,28.57,28.57,32.49,28.65,39.2,44.85,37.44,40.11,53.81,45.41,51.26,61.86,52.71,34.78,30.1,36.73,38.73,44.55,46.07,52.17,44.66,57.14,55.88,61.14,61.26,4,760,4>1,1150,4>1>5,3000
2025-04-13,江戸川,6,22,25,34,19,24,40,52,53.9,52,53.4,52,54.8,0.14,0.16,0.16,0.2,0.16,0.17,1,1,4,2,1,1,0,0,0,0,0,0,2,1,0,1,0,0,5.55,3.37,5.45,2.63,3.18,4.14,39.39,16.9,37.72,5.56,15,16.84,5.12,3.78,5.59,3.24,3.43,4.79,35.04,22.22,39.13,5.88,14.29,28.57,31.84,34.39,32.86,32.24,31.63,34.95,47.76,50.26,50,44.81,45.41,47.57,31.79,38.33,30.11,28.96,30,38.39,48.72,52.22,51.7,53.01,47.78,50.71,3,200,3>2,820,3>2>1,2010
2025-04-13,江戸川,7,23,31,41,28,43,23,50.5,53.4,54.6,52,52,52,0.16,0.14,0.15,0.19,0.15,0.19,1,3,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,3.19,5.51,4.7,5.14,6.38,4.26,13.13,29.76,22.39,30.21,45.24,23.6,2.13,5.38,4.46,6.33,0,0,0,37.5,27.03,44.44,0,0,46.31,30.85,26.23,43.81,44.79,35.23,64.04,44.15,44.26,59.05,59.9,50.78,28.99,34.29,34.67,38.05,34.9,31.58,46.15,49.05,52.76,54.42,58.33,50,1,920,1>3,2630,1>3>2,7500
2025-04-13,江戸川,8,45,21,39,40,24,23,52,55.8,53.8,51,53.4,55.6,0.21,0.17,0.17,0.21,0.19,0.17,1,1,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,4.41,3.46,3.78,4.06,2.47,1.42,25,16.09,14.71,21.59,2.56,0,2.78,0,4.2,5.31,2.68,1.5,11.11,0,20,33.33,4,0,30.51,36.14,43.5,47.54,38.46,33.33,44.07,52.48,64,66.67,56.73,52.15,30.73,33.85,32.14,31.44,31.28,36.32,49.72,49.74,50.51,45.36,48.34,52.63,3,210,3>4,1140,3>4>5,3900
2025-04-13,江戸川,9,51,45,41,52,40,46,52.9,55,55.4,55.7,51.5,53.3,0.17,0.15,0.16,0.16,0.14,0.2,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,4.88,4.53,4.61,4.77,5.96,4.31,25.49,26.85,26.97,27.16,37.96,17.78,5.26,4.16,6.56,5.15,5.56,4.14,31.58,23.68,44.44,32.61,34.38,28.57,39.13,30.17,35.44,27.37,27.93,32.49,57.97,47.49,50.49,45.26,45.81,53.81,30.51,33.9,33.7,38.04,38.92,30.1,46.89,46.89,50.28,50,52.97,44.66,3,320,3>1,660,3>1>6,7810
2025-04-13,江戸川,10,36,51,35,34,28,31,55.4,53.6,52,52,53.3,52,0.16,0.19,0.17,0.16,0.16,0.16,1,1,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5.08,4.44,5.08,5.45,7.15,7.16,34.65,26.47,32.39,37.72,61.11,52.46,5.18,4.79,4.83,5.59,5.95,6.94,42.42,22.81,28.3,39.13,39.53,52.94,32.02,34.2,39.2,32.86,34.67,27.06,46.31,50.26,51.26,50,46.23,41.76,43.06,28.82,38.73,30.11,36.27,39.9,59.33,50.59,55.88,51.7,56.99,58.59,4,560,4>5,1570,4>5>2,14520
2025-04-13,江戸川,11,23,43,29,57,31,50,52.2,52,52.8,53.3,53.4,52.8,0.26,0.15,0.16,0.15,0.14,0.16,2,3,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,4.13,6.38,5,5.66,5.51,5.69,22.02,45.24,22.5,41.8,29.76,38.58,3.52,0,4.11,5.42,5.38,1.5,16.13,0,11.11,33.33,37.5,0,30.95,44.79,38.42,28.65,30.85,28.57,47.02,59.9,57.64,45.41,44.15,40.11,40,34.9,36.6,36.73,34.29,34.78,56.22,58.33,58.25,57.14,49.05,52.17,4,750,4>5,2770,4>5>2,5770
2025-04-13,江戸川,12,39,47,41,45,38,38,51.5,52,52,52.1,52,51.5,0.17,0.15,0.14,0.16,0.15,0.16,4,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,6.86,6.06,4.86,6.21,6.02,6.38,51.16,40.95,27.43,45.59,47.46,47.46,3.8,5.8,4.75,6.63,6.6,6.37,20,30.95,18.75,51.43,51.43,39.02,36.32,39.32,43.5,39.22,31.21,32.8,58.71,57.77,57.5,58.33,50.87,54.3,32.5,30.43,33.5,36.04,38.05,30.98,55.5,44.57,49.75,50.25,48.78,49.46,1,110,1>2,330,1>2>3,920
2025-04-13,津,1,50,23,37,55,43,17,53,52.2,53.1,55.1,55.1,44.5,0.14,0.18,0.2,0.17,0.21,0.33,4,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,5.3,5.53,4.41,5.08,3.67,1.03,33.63,30.68,23.16,30.68,11.11,0,6.13,0,4.94,0,2.25,0,39.47,0,22.22,0,0,0,39.53,28.33,39.68,30.95,34.55,26.53,65.12,50,52.38,47.62,52.73,46.94,32.73,30.77,33.93,36.17,35,32.76,58.18,47.69,55.36,46.81,50,41.38,1,100,1>5,2750,1>5>4,6120
2025-04-13,津,2,44,21,50,55,61,37,56.5,47.7,52,58.3,53,53.7,0.15,0.18,0.2,0.2,0.17,0.17,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5.81,2.23,4.51,3.87,4.58,4.12,40.54,0,21.84,15.56,24.05,23.23,5.91,0,0,4.56,4.46,5.32,39.39,0,0,33.33,16.67,26.32,19.15,35.56,36.84,39.02,26.92,30.77,27.66,64.44,54.39,58.54,40.38,43.08,40.32,26.32,25.93,32.76,28.57,20.37,62.9,43.86,48.15,44.83,52.38,31.48,1,140,1>3,340,1>3>4,840
2025-04-13,津,3,31,51,41,49,52,26,48.2,53.7,54.9,56.9,52.1,52.1,0.16,0.16,0.14,0.17,0.14,0.16,1,1,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,4.75,4.39,5.51,4.09,6.18,5.99,25,27.87,35,15.91,47.37,41.94,5.21,4.55,6.31,2.29,6.56,5.45,31.58,25,45.97,0,50,18.18,42.86,27.59,38.3,29.63,27.27,20.45,59.18,51.72,55.32,50,42.42,29.55,24,15.38,32.61,12.5,21.43,28.13,44,23.08,45.65,20.83,38.1,42.19,3,110,3>2,1130,3>2>4,5030
2025-04-13,津,4,59,55,39,37,47,40,51.5,52.9,52,53.4,52,55.6,0.18,0.15,0.19,0.16,0.17,0.14,1,4,4,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,4.31,5.16,5.08,5.37,4.13,6.41,19.35,31.11,31.9,33.02,15.19,48.51,3.56,5.21,5.85,4.9,2.63,7.87,5.56,34.04,42.31,28.57,0,60.87,36.96,27.27,8.89,26.79,32.73,22.5,50,45.45,22.22,51.79,52.73,47.5,40,24.53,19.05,25.93,26.67,29.69,62.5,35.85,35.71,38.89,38.33,42.19,4,430,4>2,3230,4>2>1,8560
2025-04-13,津,5,27,40,34,37,31,23,52.2,52.4,53.3,53.2,47.6,52,0.13,0.16,0.17,0.16,0.1,0.18,3,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,6.89,5.78,4.07,5.08,6.23,4.11,55.56,39.81,21.35,27.85,55.38,24.07,7.55,6.07,4.68,4.19,0,3.86,54.55,45.45,25.81,18.52,0,14.29,30.16,23.91,15.91,31.37,20.83,27.08,52.38,43.48,18.18,45.1,43.75,43.75,40,29.79,41.51,43.14,20.45,32.65,63.08,44.68,58.49,56.86,36.36,46.94,1,100,1>2,220,1>2>3,830
2025-04-13,津,6,34,37,55,48,45,37,52.5,52.8,58.3,52.6,44,53.1,0.19,0.16,0.2,0.13,0.17,0.2,1,4,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,5.38,5.99,3.87,6.83,5.8,4.41,35.29,43.43,15.56,45.87,40.58,23.16,5.22,5.89,4.56,5.25,5.33,4.94,32.43,45.95,33.33,25,27.78,22.22,48.94,30,39.02,34.09,38.64,39.68,65.96,38.33,58.54,38.64,52.27,52.38,27.27,29.09,32.76,25.37,29.17,33.93,45.45,40,44.83,41.79,41.67,55.36,1,130,1>2,540,1>2>5,3150
2025-04-13,津,7,55,38,37,52,51,51,55.1,52,53.7,52.2,53.7,53.9,0.17,0.17,0.17,0.16,0.16,0.18,1,4,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5.08,6.49,4.12,6.67,4.39,5.79,30.68,43.75,23.23,51.75,27.87,41.51,0,5.29,5.32,6,4.55,5.22,0,41.18,26.32,25,25,33.33,30.95,24.44,30.77,41.46,27.59,37.25,47.62,35.56,43.08,60.98,51.72,60.78,36.17,27.27,20.37,30,15.38,42.55,46.81,38.18,31.48,47.5,23.08,63.83,1,190,1>2,390,1>2>6,3350
2025-04-13,津,8,33,26,60,39,44,23,51.5,52.3,52.1,51,56.4,52.2,0.16,0.16,0.15,0.19,0.15,0.18,1,1,3,4,1,1,1,0,0,0,0,0,0,0,1,0,1,0,4.67,5.99,7.35,5.08,5.81,5.53,25.81,41.94,65.22,31.9,40.54,30.68,4.43,5.45,7.48,5.85,5.91,0,19.05,18.18,68,42.31,39.39,0,26.79,20.45,27.5,8.89,19.15,28.33,42.86,29.55,40,22.22,27.66,50,30.91,28.13,38.46,19.05,40.32,30.77,54.55,42.19,57.69,35.71,62.9,47.69,3,1310,3>1,560,3>1>5,3020
2025-04-13,津,9,51,43,52,34,55,50,52.4,55.1,52.1,53.3,52.9,52,0.15,0.21,0.14,0.17,0.15,0.2,4,1,4,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,5.2,3.67,6.18,4.07,5.16,4.51,32.65,11.11,47.37,21.35,31.11,21.84,4.6,2.25,6.56,4.68,5.21,0,28,0,50,25.81,34.04,0,40.74,34.55,27.27,15.91,27.27,36.84,55.56,52.73,42.42,18.18,45.45,54.39,25.45,35,21.43,41.51,24.53,25.93,49.09,50,38.1,58.49,35.85,48.15,1,180,1>3,290,1>3>5,760
2025-04-13,津,10,45,24,31,22,31,21,44,45,47.6,50.4,48.2,47.7,0.17,0.2,0.1,0.17,0.16,0.18,4,1,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,5.8,5.62,6.23,1.57,4.75,2.23,40.58,34.78,55.38,0,25,0,5.33,2,0,1.22,5.21,0,27.78,0,0,0,31.58,0,38.64,29.27,20.83,50,42.86,35.56,52.27,36.59,43.75,69.05,59.18,64.44,29.17,20.83,20.45,40.38,24,26.32,41.67,31.25,36.36,53.85,44,43.86,1,100,1>3,250,1>3>5,750
2025-04-13,津,11,44,37,51,50,40,37,56.2,53.4,53.9,53,52.4,52.8,0.16,0.16,0.18,0.14,0.16,0.16,4,1,4,4,1,4,0,0,0,0,0,0,0,0,0,1,0,1,6.14,5.37,5.79,5.3,5.78,5.99,44,33.02,41.51,33.63,39.81,43.43,6.54,4.9,5.22,6.13,6.07,5.89,47.78,28.57,33.33,39.47,45.45,45.95,31.03,26.79,37.25,39.53,23.91,30,39.66,51.79,60.78,65.12,43.48,38.33,41.86,25.93,42.55,32.73,29.79,29.09,58.14,38.89,63.83,58.18,44.68,40,1,120,1>3,320,1>3>2,1510
2025-04-13,津,12,60,48,40,27,52,41,52.1,52.6,55.6,52.2,52.2,54.9,0.15,0.13,0.14,0.13,0.16,0.14,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,1,0,1,7.35,6.83,6.41,6.89,6.67,5.51,65.22,45.87,48.51,55.56,51.75,35,7.48,5.25,7.87,7.55,6,6.31,68,25,60.87,54.55,25,45.97,27.5,34.09,22.5,30.16,41.46,38.3,40,38.64,47.5,52.38,60.98,55.32,38.46,25.37,29.69,40,30,32.61,57.69,41.79,42.19,63.08,47.5,45.65,1,150,1>3,320,1>3>2,1180
2025-04-13,福岡,1,41,34,45,40,38,30,52,53.5,52,52.4,53.7,56.1,0.12,0.14,0.15,0.14,0.12,0.12,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,6.91,6.43,6.52,6.72,7.13,7.13,50,40.15,44.76,44.12,45.69,44,7.2,7.11,6.47,6.68,7.62,7.45,57.14,57.89,40.63,36.84,58.97,48.28,38.71,27.59,36.67,25.81,46.15,34.38,61.29,31.03,50,38.71,58.97,53.13,47.06,45.16,33.33,31.58,26.09,28,67.65,61.29,56.41,57.89,52.17,40,1,150,1>2,420,1>2>6,3900
2025-04-13,福岡,2,29,35,37,29,30,46,52.4,52.2,53.3,52,52.2,52,0.16,0.14,0.13,0.14,0.12,0.12,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,1,0,0,6.65,6.5,6.74,6.88,7.34,6.79,47.62,42.86,38.82,48.6,52.11,55.75,5.8,6.95,6.46,5.9,7.18,5.73,40,60,46.15,40,57.58,45.45,31.03,58.06,41.46,47.37,23.68,36,34.48,64.52,53.66,65.79,39.47,36,31.82,42.86,50,50,22.73,35.48,40.91,60,67.5,65.63,59.09,54.84,1,150,1>2,450,1>2>5,1750
2025-04-13,福岡,3,28,40,36,36,47,45,52,53,52,51.5,50.5,52,0.15,0.14,0.16,0.16,0.14,0.13,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,6.37,6.48,7.1,6.09,6.5,6.41,44.35,42.05,51.43,42.86,36.03,49.14,0,6.52,0,0,6.55,6.09,0,45.45,0,0,44.9,46.94,32.5,42.31,46.67,53.49,41.46,10.34,55,57.69,56.67,69.77,58.54,37.93,32.14,37.93,41.94,26.67,29.73,44.12,39.29,51.72,51.61,50,48.65,73.53,1,140,1>4,410,1>4>5,1160
2025-04-13,福岡,4,40,30,46,39,37,51,52.4,52,49,52.1,52.1,52.7,0.14,0.14,0.13,0.13,0.13,0.18,3,3,3,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,7.63,7.34,6.54,5.86,6.45,6.3,57.38,50.4,40.17,42.5,48.08,46.4,8.19,6.92,0,5.16,6.87,7.3,70.97,55.88,0,21.05,53.33,60,53.85,26.32,35.71,51.61,30,29.03,71.79,31.58,50,64.52,46.67,41.94,39.47,38.46,48.72,20,35.42,39.02,60.53,61.54,58.97,50,54.17,51.22,1,110,1>3,640,1>3>4,1920
2025-04-13,福岡,5,29,29,37,30,30,34,52.1,54.8,55,56.1,54.5,53.7,0.14,0.14,0.14,0.12,0.16,0.12,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6.97,7.2,6.48,7.13,7,6.99,50.89,58.14,38.98,44,51.85,42.02,8.19,7.18,7.96,7.45,7.05,6.44,76.19,54.55,67.35,48.28,58.14,22.22,25.64,37.5,42.5,34.38,38.71,41.67,35.9,65.63,67.5,53.13,64.52,58.33,32.14,32,37.93,28,33.33,36.36,46.43,52,48.28,40,50,60.61,3,470,3>5,5090,3>5>6,28860
2025-04-13,福岡,6,29,38,39,29,50,29,53.6,53.7,54.7,54.5,51.5,52,0.15,0.12,0.16,0.15,0.14,0.14,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,1,6.11,7.13,6.55,6.25,5.77,6.88,40.21,45.69,47.33,42.5,32.08,48.6,6.8,7.62,7.45,5.19,5.78,5.9,55,58.97,72.73,35.48,22.22,40,42.86,46.15,48.57,25,25,47.37,60.71,58.97,71.43,33.33,53.13,65.79,37.93,26.09,37.04,30,36.84,50,41.38,52.17,55.56,60,42.11,65.63,1,150,1>6,2390,1>6>2,5090
2025-04-13,福岡,7,40,39,35,50,34,37,52,51.5,52.1,53.2,53.5,53.3,0.12,0.14,0.15,0.12,0.14,0.13,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,7.09,6.61,6.72,6.31,6.43,6.74,47.46,44.34,45.26,37.17,40.15,38.82,6.63,6.55,6.22,7.89,7.11,6.46,42.11,40.91,33.33,50,57.89,46.15,25,23.81,41.03,50,27.59,41.46,44.44,33.33,58.97,71.43,31.03,53.66,35,36.67,31.25,36.67,45.16,50,45,63.33,62.5,43.33,61.29,67.5,3,910,3>4,5000,3>4>2,16740
2025-04-13,福岡,8,47,40,40,40,29,47,50.5,52.4,52.4,52,52.4,52.7,0.14,0.14,0.14,0.14,0.16,0.14,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,6.5,6.72,7.63,6.48,6.65,7.1,36.03,44.12,57.38,46.79,47.62,45.13,6.55,6.68,8.19,0,5.8,8,44.9,36.84,70.97,0,40,100,41.46,25.81,53.85,32.14,31.03,58.06,58.54,38.71,71.79,42.86,34.48,67.74,29.73,31.58,39.47,38.71,31.82,33.33,48.65,57.89,60.53,74.19,40.91,46.67,3,1940,3>4,2210,3>4>1,5570
2025-04-13,福岡,9,30,38,47,29,40,46,52.1,52,52,52.1,53,49,0.15,0.14,0.15,0.14,0.14,0.13,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,7.19,6.95,6.77,6.97,6.48,6.54,51.35,50.78,48.81,50.89,42.05,40.17,6.05,7.81,0,8.19,6.52,0,42.11,66.67,0,76.19,45.45,0,35.48,36.36,39.29,25.64,42.31,35.71,54.84,48.48,53.57,35.9,57.69,50,46.43,70,34.48,32.14,37.93,48.72,67.86,75,44.83,46.43,51.72,58.97,2,380,2>1,1130,2>1>4,3430
2025-04-13,福岡,10,37,54,46,29,47,45,55,54.3,54.3,53.6,52.3,52,0.14,0.15,0.15,0.15,0.15,0.15,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,6.48,6.61,6.76,6.11,7.06,6.52,38.98,53.57,52.52,40.21,50,44.76,7.96,7.43,8.5,6.8,6.11,6.47,67.35,64.29,60,55,33.33,40.63,42.5,32.14,28.95,42.86,35.48,36.67,67.5,57.14,50,60.71,51.61,50,37.93,23.08,50,37.93,36.67,33.33,48.28,53.85,68.18,41.38,46.67,56.41,1,130,1>3,450,1>3>4,1040
2025-04-13,福岡,11,36,45,41,34,40,30,52,52,52,53.8,51.5,52,0.16,0.12,0.12,0.12,0.12,0.14,3,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,0,1,7.1,6.75,6.91,6.99,7.09,7.34,51.43,44.21,50,42.02,47.46,50.4,0,7.78,7.2,6.44,6.63,6.92,0,50,57.14,22.22,42.11,55.88,46.67,26.92,38.71,41.67,25,26.32,56.67,65.38,61.29,58.33,44.44,31.58,41.94,36,47.06,36.36,35,38.46,51.61,56,67.65,60.61,45,61.54,3,380,3>4,1660,3>4>6,5980
2025-04-13,福岡,12,41,41,37,39,40,37,53,52.8,53,52.2,52.2,52,0.12,0.12,0.12,0.13,0.13,0.11,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7.86,7.33,8.98,6.99,7,6.75,53.92,44.74,67.03,43.94,43.97,39.66,7.81,7.93,8.61,7.66,5,7.36,55.56,50,55.56,58.93,18.18,55.56,35.9,26.92,29.63,30.77,53.66,31.25,51.28,38.46,51.85,43.59,65.85,62.5,40,27.78,29.03,37.04,33.33,34.78,46.67,50,58.06,44.44,46.67,52.17,1,100,1>6,3170,1>6>3,8710
2025-04-13,芦屋,1,28,34,35,21,44,29,53,49.5,53.8,52.9,52.8,50.2,0.15,0.21,0.15,0.2,0.18,0.19,4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5.55,4.35,4.22,3.8,4.87,4.88,36,16.67,20.31,13.33,26,27.91,5.29,3.22,3.54,4.9,4.71,4.11,28.57,0,16.67,20,17.65,18.52,39.16,35.57,26.42,37.7,39.53,29.68,53.23,49.8,40.09,56.97,54.15,44.29,30.43,38.55,37.25,35.98,32.05,31.58,42.61,58.02,52.16,54.39,48.72,50,5,510,5>1,1240,5>1>2,3260
2025-04-13,芦屋,2,47,44,51,33,51,22,52.9,50.5,52,52.5,47.6,50.5,0.14,0.17,0.17,0.13,0.17,0.23,4,1,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,0,5.98,7.09,4.13,6.81,4.68,4.82,41,58.97,16.67,52.53,27.78,22.81,6.03,6.16,0,6.44,5.22,0,39.39,46.94,0,38.46,33.33,0,28.64,33.97,28.57,30.45,37.8,35.11,41.71,53.44,50,45.27,54.72,49.62,32.05,41.22,33.33,34.82,31.11,34.06,51.71,57.14,52.92,48.58,48.44,50.22,2,550,2>4,1110,2>4>1,1620
2025-04-13,芦屋,3,46,53,36,40,46,23,54.4,52.4,53.7,52.6,46.5,47.1,0.15,0.15,0.12,0.13,0.2,0.33,4,1,3,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,6.39,4.81,6.47,4.81,5.05,1.11,43.69,29.49,46.79,28.75,32.35,0,7.2,3.56,6.73,0,5,1.11,50,0,46.15,0,11.11,0,30.99,29.6,36.23,29.58,28.5,31.15,47.93,43.05,55.09,46.48,41.55,50,28.18,31.67,34.35,31.28,43.68,37.64,44.09,52.49,50.43,50.22,62.84,52.47,1,150,1>3,180,1>3>5,750
2025-04-13,芦屋,4,38,28,41,49,29,23,52,52,52,51.5,54.4,50.8,0.14,0.15,0.13,0.15,0.17,0.2,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,6.45,5.73,5.82,5.21,4.89,1.92,47.5,38.53,42.06,32.39,20.63,2.27,5.26,5.14,4.85,2.5,4.44,1.75,29.63,31.03,23.08,16.67,22.22,6.25,39.59,36.73,37.92,33.07,31.8,40.42,57.55,58.37,53.75,55.25,47.7,55.42,29.65,30,37.84,30.4,31.47,33.19,49.12,45.24,48.65,49.78,45.69,48.74,1,120,1>2,290,1>2>3,470
2025-04-13,芦屋,5,52,39,38,40,46,56,55.2,56,52,52.8,53.6,53,0.14,0.15,0.18,0.17,0.15,0.16,4,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6.57,5.67,4.23,4.14,4.39,4.45,46.32,35.4,20.43,18.52,25.3,23.08,5.41,4.66,4.58,3.8,5,5.8,38.46,17.24,21.05,16,28.57,39.44,35.9,26.56,30.09,36.96,40.5,42.59,48.72,45.31,45.83,50.19,57.85,59.7,39.2,31.36,30.23,28.83,34.25,40.98,52.4,48.31,48.37,44.59,55.71,59.02,1,130,1>2,310,1>2>3,620
