RACEDATE,PLACE,RACE,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,WEIGHT1,WEIGHT2,WEIGHT3,WEIGHT4,WEIGHT5,WEIGHT6,ST_AVG1,ST_AVG2,ST_AVG3,ST_AVG4,ST_AVG5,ST_AVG6,CLASS1,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,L1,L2,L3,L4,L5,L6,F1,F2,F3,F4,F5,F6,WIN1RATE1,WIN1RATE2,WIN1RATE3,WIN1RATE4,WIN1RATE5,WIN1RATE6,WIN2RATE1,WIN2RATE2,WIN2RATE3,WIN2RATE4,WIN2RATE5,WIN2RATE6,LOCALWIN1RATE1,LOCALWIN1RATE2,LOCALWIN1RATE3,LOCALWIN1RATE4,LOCALWIN1RATE5,LOCALWIN1RATE6,LOCALWIN2RATE1,LOCALWIN2RATE2,LOCALWIN2RATE3,LOCALWIN2RATE4,LOCALWIN2RATE5,LOCALWIN2RATE6,MOTORWIN2RATE1,MOTORWIN2RATE2,MOTORWIN2RATE3,MOTORWIN2RATE4,MOTORWIN2RATE5,MOTORWIN2RATE6,MOTORWIN3RATE1,MOTORWIN3RATE2,MOTORWIN3RATE3,MOTORWIN3RATE4,MOTORWIN3RATE5,MOTORWIN3RATE6,BOATWIN2RATE1,BOATWIN2RATE2,BOATWIN2RATE3,BOATWIN2RATE4,BOATWIN2RATE5,BOATWIN2RATE6,BOATWIN3RATE1,BOATWIN3RATE2,BOATWIN3RATE3,BOATWIN3RATE4,BOATWIN3RATE5,BOATWIN3RATE6,TAN,TANK,RENTAN2,RENTAN2K,RENTAN3,RENTAN3K
2025-04-22,桐生,6,46,46,45,55,51,46,52,53.5,52.9,52,52,50,0.16,0.15,0.15,0.14,0.15,0.13,3,3,3,3,3,3,0,0,0,0,0,0,1,1,0,0,1,1,5.84,6.77,7.16,6.92,7.01,6.52,40.43,38.53,50,56.6,48.72,40.34,6.8,5.27,5.89,6.48,5,6.43,53.06,18.18,33.33,58.06,16.67,39.29,36.36,35.19,32.31,41.3,33.85,29.23,54.55,51.85,52.31,54.35,50.77,46.15,43.04,29.33,32.89,34.92,33.33,41.67,67.09,49.33,56.58,52.38,55.56,56.94,1,350,1>2,880,1>2>3,2720
2025-04-22,桐生,7,56,48,49,58,47,45,45.5,52.8,54.6,52,52,52,0.15,0.13,0.14,0.13,0.14,0.13,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,1,6.82,6.87,7.13,6.61,7.17,6.23,51.18,45.69,52.21,50.42,45.9,45.97,7.93,7.34,7.78,7.19,4.89,0,72.41,51.79,77.78,62.16,22.22,0,25.86,41.18,39.34,42.11,30.91,40.35,43.1,56.86,54.1,57.89,49.09,52.63,27.63,31.25,36.21,36.84,36.71,33.33,39.47,47.5,46.55,42.11,46.84,48,4,390,4>5,1520,4>5>1,4670
2025-04-22,桐生,8,45,46,46,52,45,50,52.6,54.6,52.6,50.5,53,52,0.17,0.15,0.15,0.15,0.16,0.15,3,3,3,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,7.74,6.74,6.01,6.6,6.41,7.5,63.21,51.35,41.18,47.15,50.43,61.76,8.39,7.22,9.1,6.68,4.5,6.18,78.57,55.1,90,47.37,12.5,27.27,31.08,39.66,36.36,33.9,50.68,26.47,45.95,55.17,54.55,54.24,68.49,44.12,39.47,36.36,34.72,44.44,41.67,36.62,60.53,53.25,52.78,63.89,56.94,54.93,1,130,1>2,380,1>2>4,1170
2025-04-22,桐生,9,47,51,48,50,45,47,51,52,53.7,52.3,51.5,52.3,0.14,0.12,0.13,0.14,0.12,0.13,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,1,1,6.42,6.2,7.37,6.96,6.8,7.26,35.17,45.24,58.54,50.43,44.12,57.58,0,6.41,7.4,7.7,7.25,6.41,0,47.54,60,70,60,37.93,29.23,31.37,31.82,27.66,35.56,52.31,44.62,54.9,46.97,44.68,53.33,70.77,34.72,40.79,36.25,28.75,45.83,28.57,44.44,59.21,53.75,51.25,66.67,48.57,1,140,1>3,360,1>3>4,1140
2025-04-22,桐生,10,47,49,46,45,50,45,52.6,52.1,53.5,52.4,52.7,52.8,0.15,0.12,0.15,0.14,0.12,0.15,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,0,7.14,7.1,6.77,6.93,7.13,6.48,50.85,47.87,38.53,46.34,59.66,43.36,7.15,6.39,5.27,6.78,6.56,7.67,53.85,38.89,18.18,51.85,66.67,33.33,48.94,31.37,35.19,41.3,28.57,50,74.47,47.06,51.85,56.52,46.43,70.31,40.85,35.44,29.33,32.47,36.11,36.76,59.15,55.7,49.33,49.35,52.78,50,1,110,1>4,490,1>4>3,1270
2025-04-22,桐生,11,60,47,51,56,49,52,52,52,52,52,52.2,53.2,0.15,0.14,0.15,0.14,0.12,0.14,3,3,3,3,3,3,0,0,0,0,0,0,1,0,1,1,1,1,7.38,7.17,7.01,6.72,6.93,6.7,65.66,45.9,48.72,50.41,42.71,46.83,7.93,4.89,5,7.44,7.94,6.95,70.11,22.22,16.67,50,62.5,57.89,35.29,30.91,33.85,56.72,31.37,50.75,52.94,49.09,50.77,74.63,50.98,64.18,37.5,36.71,33.33,42.47,36.99,30.38,53.75,46.84,55.56,61.64,52.05,48.1,1,170,1>3,610,1>3>2,1640
2025-04-22,桐生,12,47,48,55,49,52,55,52,52.4,52.1,52.6,51.5,51.5,0.11,0.12,0.18,0.12,0.13,0.13,3,3,3,3,3,3,0,0,0,0,0,0,1,1,1,1,1,0,8.07,8.28,7.27,7.43,6.81,6.82,56.52,76.92,58.89,61.76,41.8,42.4,9.89,0,6,7,0,6.9,100,0,57.14,55.56,0,40,31.37,44.78,40,35.38,42.25,42,45.1,53.73,60,43.08,59.15,74,34.62,34.57,40,28.38,39.74,27.14,44.87,54.32,57.5,40.54,52.56,44.29,1,130,1>6,820,1>6>2,2690
2025-04-22,津,1,42,23,38,37,24,32,46,47,45,45,54.5,48.7,0.16,0.21,0.13,0.14,0.2,0.19,3,2,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,6.69,1.45,4.73,5.83,1.91,2.25,47,1.19,27.5,40.16,0,5,4.76,0,4.11,7.29,0,0,20.69,0,31.43,57.14,0,0,39.34,20,38.33,18,35.9,32.84,55.74,43.64,55,26,48.72,40.3,42.11,18.75,19.23,36.54,33.33,33.33,47.37,25,28.85,61.54,53.7,53.97,1,100,1>4,250,1>4>3,450
2025-04-22,津,2,27,42,39,41,18,54,46.5,51.7,46.5,49.6,47,48.7,0.33,0.21,0.15,0.18,0.21,0.2,2,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4.47,3.84,6.49,4.24,1.83,4.1,22.22,14.44,44.93,18.97,0,14.63,4.12,2.35,7.38,3.25,0,3.24,17.65,5.88,50,25,0,4.76,29.51,24.49,26.98,23.21,35.48,28.57,49.18,40.82,44.44,41.07,53.23,52.38,48.89,50,27.42,55.77,43.4,33.93,62.22,62.5,50,71.15,66.04,48.21,3,170,3>4,600,3>4>1,1500
2025-04-22,津,3,24,32,32,43,48,24,47.8,49.9,46.5,48.5,45.5,46.5,0.21,0.14,0.16,0.2,0.19,0.21,1,4,4,1,3,1,0,0,0,0,0,0,0,1,1,1,0,0,4.22,5.25,5.41,4.5,6.15,4.47,23.29,37.14,36.28,28.57,43.56,21.82,3.13,6.26,4.85,3.64,5.56,1.25,12.5,50,25,27.27,33.33,0,35.85,26.92,34.69,38.6,37.25,24.53,45.28,36.54,53.06,63.16,52.94,49.06,31.94,32.69,32.31,40,25.71,34.04,44.44,51.92,46.15,62.86,38.57,57.45,4,570,4>2,3280,4>2>3,11560
2025-04-22,津,4,61,61,35,34,36,38,46,48.6,47,48.8,46,45.5,0.2,0.17,0.16,0.21,0.16,0.18,2,1,3,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,3.7,5.04,5.49,4.41,7.66,3.47,21.74,27.37,34.82,18.28,65.87,16.95,3.22,3.7,6.54,0,6,5.3,11.11,20,53.66,0,33.33,40,28.13,34.04,19.3,33.87,32.2,35.94,50,46.81,42.11,51.61,45.76,43.75,31.67,34.38,31.75,35.56,33.87,9.68,43.33,59.38,52.38,64.44,56.45,22.58,3,250,3>5,480,3>5>4,1680
2025-04-22,津,5,23,32,26,36,29,21,45.5,48.7,47.4,50.1,46.5,47.1,0.15,0.19,0.16,0.33,0.23,0.18,3,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,6.37,2.25,4.33,0,4.4,2.6,50.43,5,20,0,25.4,3.33,6.88,0,3.44,5.44,2.8,0,52.94,0,16.67,55.56,0,0,30.88,32.84,55.81,34.29,37.14,26.23,52.94,40.3,69.77,55.71,50,47.54,37.29,33.33,29.09,27.03,36.36,34.78,49.15,53.97,43.64,45.95,56.82,50,2,840,2>3,15500,2>3>1,42800
2025-04-22,津,6,48,39,43,39,42,23,50.8,48,47.1,48.6,51.7,47,0.18,0.13,0.19,0.2,0.21,0.21,1,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4.72,5.94,6.23,3.43,3.84,1.45,34.04,43.7,41.96,4.35,14.44,1.19,4.55,7,7.03,3.1,2.35,0,28.95,56.41,45.95,10,5.88,0,32,36.36,30.56,34.62,24.49,20,46,45.45,43.06,51.92,40.82,43.64,42.37,27.87,31.91,38.89,50,18.75,61.02,40.98,48.94,57.41,62.5,25,2,360,2>1,570,2>1>3,710
2025-04-22,津,7,53,37,37,21,32,41,45,47.1,46.5,56.2,49.9,49.6,0.18,0.15,0.14,0.18,0.14,0.18,1,4,3,2,4,1,0,0,0,0,0,0,0,1,0,0,1,0,4.26,4.75,6.7,1.51,5.25,4.24,20,22.89,49.55,0,37.14,18.97,0,5.94,8.27,0,6.26,3.25,0,38.89,70,0,50,25,45.76,29.82,38.6,22.22,26.92,23.21,55.93,45.61,70.18,31.48,36.54,41.07,25,36.36,50,30.65,32.69,55.77,40.63,54.55,61.11,54.84,51.92,71.15,2,750,2>1,2840,2>1>5,11940
2025-04-22,津,8,54,24,38,29,42,18,46.5,46.5,45.5,49.1,46.5,47,0.16,0.21,0.18,0.13,0.16,0.21,4,1,1,4,3,2,0,0,0,0,0,0,1,0,0,0,1,0,5.2,4.47,3.47,6.58,6.69,1.83,29.79,21.82,16.95,54.55,47,0,4.9,1.25,5.3,5.45,4.76,0,27.59,0,40,36.36,20.69,0,7.69,24.53,35.94,26.67,39.34,35.48,19.23,49.06,43.75,40,55.74,53.23,43.18,34.04,9.68,40.58,42.11,43.4,56.82,57.45,22.58,62.32,47.37,66.04,1,320,1>5,830,1>5>4,1720
2025-04-22,津,9,51,35,38,39,24,29,48.7,47,49.2,46.5,47.8,46.5,0.17,0.16,0.19,0.15,0.21,0.23,1,3,4,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,4.93,5.49,5.03,6.49,4.22,4.4,37.31,34.82,26,44.93,23.29,25.4,2.93,6.54,0,7.38,3.13,2.8,11.11,53.66,0,50,12.5,0,27.42,19.3,17.65,26.98,35.85,37.14,48.39,42.11,23.53,44.44,45.28,50,29.63,31.75,42.59,27.42,31.94,36.36,50,52.38,59.26,50,44.44,56.82,2,190,2>1,520,2>1>4,880
2025-04-22,津,10,31,36,34,48,43,37,49.3,50.1,48.8,45.5,47.1,45,0.17,0.33,0.21,0.19,0.19,0.14,4,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,4.41,6.15,6.23,5.83,41.38,0,18.28,43.56,41.96,40.16,6.15,5.44,0,5.56,7.03,7.29,45,55.56,0,33.33,45.95,57.14,26.67,34.29,33.87,37.25,30.56,18,33.33,55.71,51.61,52.94,43.06,26,38.89,27.03,35.56,25.71,31.91,36.54,51.85,45.95,64.44,38.57,48.94,61.54,5,440,5>3,5850,5>3>1,15340
2025-04-22,津,11,58,32,36,44,39,52,47.2,46.5,46,46.5,48.6,49.5,0.14,0.16,0.16,0.17,0.2,0.18,3,4,3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,5.13,5.41,7.66,4.74,3.43,4.31,33.87,36.28,65.87,24.29,4.35,19.48,6.85,4.85,6,4.9,3.1,4.48,53.85,25,33.33,20,10,22.22,41.67,34.69,32.2,27.08,34.62,32.26,58.33,53.06,45.76,50,51.92,51.61,46.97,32.31,33.87,36.54,38.89,37.25,68.18,46.15,56.45,48.08,57.41,56.86,3,200,3>2,980,3>2>4,4300
2025-04-22,津,12,37,29,43,39,23,61,46.5,49.1,48.5,48,45.5,48.6,0.14,0.13,0.2,0.13,0.15,0.17,3,4,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,1,6.7,6.58,4.5,5.94,6.37,5.04,49.55,54.55,28.57,43.7,50.43,27.37,8.27,5.45,3.64,7,6.88,3.7,70,36.36,27.27,56.41,52.94,20,38.6,26.67,38.6,36.36,30.88,34.04,70.18,40,63.16,45.45,52.94,46.81,34.69,40.58,40,27.87,37.29,34.38,57.14,62.32,62.86,40.98,49.15,59.38,1,120,1>3,550,1>3>5,2380
2025-04-22,蒲郡,1,39,46,41,49,21,52,53.4,52.4,53.7,53.1,53.5,57.2,0.19,0.18,0.15,0.16,0.33,0.18,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,5.39,3.04,5.18,4.21,2.01,4.74,32.12,12.66,26.88,16.67,2.38,30,5.11,3.88,4.59,4.61,0,4.7,22.22,16.67,23.91,24.59,0,20,31.44,29.17,29.69,31.67,43.79,44.83,52.06,45.83,43.75,50,63.91,63.79,30.6,37.95,37.42,32,35.47,26.97,45.9,60.84,57.67,46.86,50.58,43.42,1,130,1>3,300,1>3>2,820
2025-04-22,蒲郡,2,41,39,30,28,46,43,52,53.1,53.3,52.9,53.1,52,0.15,0.14,0.18,0.13,0.17,0.12,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,5,6.38,4.71,4.38,4.59,6.66,28,46.72,29.67,19.79,22.89,45.45,5.91,0,5.16,4.45,5,6.53,36.36,0,47.37,27.27,22.22,42.11,41.86,37.64,36.1,35.39,28.74,41.71,58.14,55.06,51.71,56.18,43.71,60,34.55,33.53,37.13,39.05,27.89,40.88,52.73,47.65,54.49,55.03,38.78,58.01,2,240,2>6,1390,2>6>3,10920
2025-04-22,蒲郡,3,41,35,32,56,46,43,52,52.5,51.5,52.1,51,52,0.17,0.16,0.15,0.17,0.17,0.14,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5.49,5.79,5.37,5.19,4.57,7.22,33.9,36.61,35.29,31.08,23.4,52.34,5.53,6.44,5.21,2,4.73,7.67,40.82,43.75,29.41,0,27.27,77.78,37.14,28.41,33.95,40.85,33.33,27.71,56,46.02,47.53,57.93,48.09,44.58,32.63,32.34,27.45,30.36,29.38,29.73,51.05,46.11,43.14,44.05,52.5,43.24,3,960,3>1,2630,3>1>2,11040
2025-04-22,蒲郡,4,36,36,34,21,24,35,51,52.9,52.8,52,55.3,52,0.14,0.15,0.19,0.19,0.16,0.15,3,4,1,1,1,3,0,0,0,0,0,0,1,0,0,1,1,0,6.9,6.01,5.1,2.93,4.93,6.29,50.5,46.51,33.33,11.27,29.33,44.88,7.73,5.5,0,2.2,4.76,6.44,63.64,40.63,0,6.67,28.57,44.44,30.85,33.33,34.11,28.19,34.38,37.63,45.74,52.3,47.66,44.97,50.52,58.76,35.23,31.13,29.25,26.29,36.81,39.31,50.57,49.67,46.26,45.14,51.65,55.49,3,1320,3>2,12750,3>2>6,31380
2025-04-22,蒲郡,5,27,38,49,32,43,21,52,52.1,53,52.6,56.1,53.5,0.18,0.19,0.17,0.15,0.14,0.33,4,1,3,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,6.23,5.84,6.64,6.6,4.44,2.01,41.35,39.77,49.51,45.87,27.06,2.38,6.17,3.89,6.28,6.7,4.47,0,38.89,22.22,44,60,35.29,0,32.97,31.68,26.51,37.97,32.84,43.79,43.78,52.97,40.36,51.87,48.26,63.91,31.89,37.71,34.55,22.39,29.78,35.47,49.19,52,50.26,38.81,44.38,50.58,2,900,2>4,4180,2>4>1,11800
2025-04-22,蒲郡,6,40,32,52,51,57,46,52.2,52,52.6,51.5,52.4,54.7,0.16,0.19,0.17,0.16,0.17,0.11,4,1,4,1,1,3,0,0,0,0,0,0,0,1,0,1,0,1,5.82,4.58,5.47,4.69,3.49,7.14,42.86,22.62,34.95,25.93,13.33,44.57,5.88,0,0,5.53,0,8.26,40.63,0,0,26.32,0,62.96,40.24,26.19,31.76,28.19,45.18,30.26,57.93,43.45,50.59,44.15,66.87,49.34,31.21,33.16,39.89,27.74,25.97,40,46.1,50.53,58.47,46.45,46.75,53.71,5,1910,5>6,19070,5>6>1,48000
2025-04-22,蒲郡,7,41,41,41,36,47,37,54.6,53.7,52.4,52,53.1,52.1,0.16,0.15,0.17,0.15,0.14,0.2,4,1,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,5.41,5.18,4.21,6.73,5.93,5,35.33,26.88,18.8,46.88,40.91,25.35,4.95,4.59,4,6.37,6.58,4.4,29.09,23.91,0,51.43,45.45,20,39.57,29.69,35.29,33.98,37.78,47.17,56.68,43.75,54.9,50.97,55.56,62.26,45.81,37.42,30.41,33.52,39.56,28.39,61.58,57.67,44.85,48.6,59.34,43.23,1,150,1>4,330,1>4>2,840
2025-04-22,蒲郡,8,46,46,53,34,46,35,52,53.1,52,52.8,52.2,51.5,0.16,0.17,0.16,0.19,0.15,0.16,4,1,4,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,6.31,4.59,6.09,5.1,4.31,5.95,41.24,22.89,42.74,33.33,25.27,41.44,4.75,5,5.81,0,3.65,5.89,25,22.22,37.5,0,20,44.44,38.37,28.74,31.9,34.11,33.17,27.87,58.72,43.71,47.85,47.66,44.88,40.44,40.64,27.89,36.87,29.25,40.74,37.31,59.89,38.78,51.96,46.26,62.35,52.85,1,120,1>3,200,1>3>5,1400
2025-04-22,蒲郡,9,43,35,56,27,35,36,52,52,52.1,52,52.5,51,0.12,0.15,0.17,0.18,0.16,0.14,3,3,1,4,4,3,0,0,0,0,0,0,1,0,0,0,0,1,6.66,6.29,5.19,6.23,5.79,6.9,45.45,44.88,31.08,41.35,36.61,50.5,6.53,6.44,2,6.17,6.44,7.73,42.11,44.44,0,38.89,43.75,63.64,41.71,37.63,40.85,32.97,28.41,30.85,60,58.76,57.93,43.78,46.02,45.74,40.88,39.31,30.36,31.89,32.34,35.23,58.01,55.49,44.05,49.19,46.11,50.57,1,110,1>6,2680,1>6>2,4710
2025-04-22,蒲郡,10,43,40,36,39,39,32,52,52.2,52.9,53.4,53.1,52.6,0.14,0.16,0.15,0.19,0.14,0.15,3,4,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7.22,5.82,6.01,5.39,6.38,6.6,52.34,42.86,46.51,32.12,46.72,45.87,7.67,5.88,5.5,5.11,0,6.7,77.78,40.63,40.63,22.22,0,60,27.71,40.24,33.33,31.44,37.64,37.97,44.58,57.93,52.3,52.06,55.06,51.87,29.73,31.21,31.13,30.6,33.53,22.39,43.24,46.1,49.67,45.9,47.65,38.81,1,250,1>2,260,1>2>4,1260
2025-04-22,蒲郡,11,46,41,36,49,41,41,54.7,52,52,53,54.6,52,0.11,0.17,0.15,0.17,0.16,0.15,3,1,3,3,4,1,0,0,0,0,0,0,1,0,0,0,1,0,7.14,5.49,6.73,6.64,5.41,5,44.57,33.9,46.88,49.51,35.33,28,8.26,5.53,6.37,6.28,4.95,5.91,62.96,40.82,51.43,44,29.09,36.36,30.26,37.14,33.98,26.51,39.57,41.86,49.34,56,50.97,40.36,56.68,58.14,40,32.63,33.52,34.55,45.81,34.55,53.71,51.05,48.6,50.26,61.58,52.73,1,100,1>3,150,1>3>2,520
2025-04-22,蒲郡,12,53,30,47,38,21,52,52,53.3,53.1,52.1,52,52.6,0.16,0.18,0.14,0.19,0.19,0.17,4,1,4,1,1,4,0,0,0,0,0,0,0,0,0,1,1,0,6.09,4.71,5.93,5.84,2.93,5.47,42.74,29.67,40.91,39.77,11.27,34.95,5.81,5.16,6.58,3.89,2.2,0,37.5,47.37,45.45,22.22,6.67,0,31.9,36.1,37.78,31.68,28.19,31.76,47.85,51.71,55.56,52.97,44.97,50.59,36.87,37.13,39.56,37.71,26.29,39.89,51.96,54.49,59.34,52,45.14,58.47,5,1010,5>1,4130,5>1>4,21570
2025-04-21,三国,1,41,60,54,38,57,35,53.3,53.2,53.6,56.5,52.2,52.1,0.12,0.17,0.19,0.17,0.17,0.14,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6.97,4.64,5.02,5.65,3.58,5.58,61.36,22.99,34.75,35.06,13.75,35.35,6.58,5.55,5.46,6.05,4.61,5.14,52.78,29.03,27.03,38.46,22.58,30.23,31.43,48.39,24.32,16.22,19.44,44.44,48.57,64.52,48.65,35.14,41.67,52.78,3.7,16.67,40.63,31.43,35.71,55.56,14.81,38.89,46.88,60,57.14,72.22,1,110,1>3,420,1>3>2,1200
2025-04-21,三国,2,39,25,28,49,40,35,53.4,53.7,52,52,52.9,57.1,0.15,0.13,0.13,0.15,0.19,0.16,4,3,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,6.33,7.42,3.61,5.21,4.28,5.14,46.03,59.48,16.33,31.25,18,34.48,5.26,4.57,4.35,5.39,4.65,4.96,36.84,23.81,23.53,32.14,26.92,37.04,15.15,36.67,45.45,45.95,58.06,25,27.27,66.67,66.67,70.27,74.19,36.11,42.42,36.36,33.33,40,27.03,42.42,63.64,42.42,52.78,57.14,48.65,51.52,1,290,1>2,250,1>2>5,1060
2025-04-21,三国,3,27,51,40,39,40,55,55.6,54.1,54.8,53.4,50,56.4,0.18,0.19,0.13,0.17,0.21,0.18,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.82,4.61,7.1,3.99,4.17,4.74,54.26,27.43,49.07,18.6,23.47,31.82,5.88,5.1,7.11,4.23,4.48,4.96,43.75,20,33.33,18.07,28,34.62,15.38,20.59,34.38,36.67,36.36,50,23.08,47.06,50,46.67,63.64,67.65,14.81,34.21,12.12,33.33,38.71,22.22,18.52,55.26,15.15,54.55,61.29,36.11,4,1300,4>3,6940,4>3>1,21730
2025-04-21,三国,4,36,28,46,44,23,34,52.3,53.6,60.9,53.3,55,54.4,0.14,0.15,0.2,0.14,0.18,0.14,3,4,1,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6.16,5.65,3.98,6.77,4.74,5.04,43.51,38.18,22.89,52.27,28.16,31.43,5.6,5.64,3.75,6.5,3.06,3.22,37.14,36.36,12.5,45.45,5.88,9.38,20,35.48,27.03,23.68,35.48,19.44,31.43,51.61,45.95,34.21,45.16,27.78,45.45,26.67,46.43,37.5,19.44,16.67,63.64,30,64.29,68.75,41.67,33.33,1,240,1>3,2560,1>3>4,5740
2025-04-21,三国,5,46,35,59,36,21,30,56.6,52,53.1,57.1,52,52,0.15,0.12,0.21,0.16,0.16,0.16,4,3,2,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,5.4,7.41,4.45,5.21,4.37,6.39,33.33,55.45,27.4,35.14,21.11,47.15,4.41,6.26,6,3.43,0,6,21.88,42.11,40,13.04,0,37.5,20,29.73,36.36,24.32,25.71,40.63,45.71,43.24,51.52,54.05,45.71,71.88,29.73,45.45,38.24,27.27,40.63,25.71,40.54,69.7,55.88,48.48,62.5,34.29,1,360,1>4,2600,1>4>2,4220
2025-04-21,三国,6,52,39,41,54,28,30,51.5,52,56.2,53.6,52,52,0.15,0.15,0.14,0.19,0.13,0.15,1,4,3,1,2,4,0,0,0,0,0,0,0,1,1,0,0,0,4,5.97,5.64,5.02,3.61,6.09,14.15,39.06,37.21,34.75,16.33,43.75,3.28,6.26,3.6,5.46,4.35,4.71,6.9,38.24,0,27.03,23.53,32.26,37.5,22.22,45.71,24.32,45.45,29.73,56.25,33.33,62.86,48.65,66.67,59.46,18.92,44.44,29.73,40.63,33.33,34.62,37.84,61.11,45.95,46.88,52.78,53.85,4,1510,4>2,3180,4>2>6,16900
2025-04-21,三国,7,40,42,41,46,19,42,52.9,57.4,54,57.1,54.1,53.5,0.19,0.14,0.2,0.15,0.33,0.12,1,4,1,4,2,3,0,0,0,0,0,0,0,1,0,1,0,0,4.28,4.51,3.87,5.7,1.29,7.51,18,23.46,21.11,40.87,0,58.59,4.65,3.46,3.67,5.71,1,8.48,26.92,15.38,17.31,42.11,0,66.67,58.06,40,26.92,25.71,43.75,14.29,74.19,56.67,38.46,45.71,59.38,31.43,27.03,26.47,32,37.5,58.82,22.86,48.65,47.06,36,53.13,70.59,45.71,6,540,6>1,680,6>1>2,1790
2025-04-21,三国,8,38,39,38,34,27,49,56.5,55.6,52,54.4,55.6,52,0.17,0.15,0.13,0.14,0.18,0.15,1,4,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,5.65,5.69,7.21,5.04,6.82,5.21,35.06,36.89,49.17,31.43,54.26,31.25,6.05,5.25,7.61,3.22,5.88,5.39,38.46,37.5,44.44,9.38,43.75,32.14,16.22,43.24,24.32,19.44,15.38,45.95,35.14,51.35,40.54,27.78,23.08,70.27,31.43,41.18,23.53,16.67,34.21,40,60,50,41.18,33.33,55.26,57.14,4,400,4>1,3200,4>1>5,8730
2025-04-21,三国,9,57,38,55,51,28,28,52,52.2,55.9,52.6,53.5,52.1,0.17,0.15,0.18,0.17,0.15,0.15,1,4,1,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,3.58,5.68,4.74,4.04,5.65,5.39,13.75,41.53,31.82,16.05,38.18,35.71,4.61,6.29,4.96,4.88,5.64,2.6,22.58,42.86,34.62,25,36.36,0,19.44,36.36,50,53.13,35.48,51.72,41.67,51.52,67.65,71.88,51.61,62.07,35.71,48.57,35,50,26.67,32.35,57.14,62.86,55,68.75,30,38.24,1,250,1>3,2070,1>3>2,4200
2025-04-21,三国,10,40,30,36,60,39,39,50,52,52.3,53.2,53.4,52,0.21,0.16,0.14,0.17,0.15,0.15,1,4,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,1,4.17,6.39,6.16,4.64,6.33,5.97,23.47,47.15,43.51,22.99,46.03,39.06,4.48,6,5.6,5.55,5.26,6.26,28,37.5,37.14,29.03,36.84,38.24,36.36,40.63,20,48.39,15.15,22.22,63.64,71.88,31.43,64.52,27.27,33.33,38.71,25.71,45.45,16.67,42.42,44.44,61.29,34.29,63.64,38.89,63.64,61.11,1,1350,1>5,3490,1>5>3,13590
2025-04-21,三国,11,44,46,35,35,46,41,53.3,57.1,57.1,52.1,56.6,56.2,0.14,0.15,0.16,0.14,0.15,0.14,3,4,1,1,4,3,0,0,0,0,0,0,1,1,0,1,0,1,6.77,5.7,5.14,5.58,5.4,5.64,52.27,40.87,34.48,35.35,33.33,37.21,6.5,5.71,4.96,5.14,4.41,3.6,45.45,42.11,37.04,30.23,21.88,0,23.68,25.71,25,44.44,20,45.71,34.21,45.71,36.11,52.78,45.71,62.86,37.5,37.5,42.42,55.56,29.73,29.73,68.75,53.13,51.52,72.22,40.54,45.95,1,100,1>5,880,1>5>3,3150
2025-04-21,三国,12,38,40,42,35,41,25,52,54.8,53.5,52,53.3,53.7,0.13,0.13,0.12,0.12,0.12,0.13,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0,1,7.21,7.1,7.51,7.41,6.97,7.42,49.17,49.07,58.59,55.45,61.36,59.48,7.61,7.11,8.48,6.26,6.58,4.57,44.44,33.33,66.67,42.11,52.78,23.81,24.32,34.38,14.29,29.73,31.43,36.67,40.54,50,31.43,43.24,48.57,66.67,23.53,12.12,22.86,45.45,3.7,36.36,41.18,15.15,45.71,69.7,14.81,42.42,3,520,3>2,2740,3>2>6,11040
